chromosome	BrdU_start	BrdU_end	readID	read_start	read_end	strand	sample
chr10	77507221	77516131	7c290f19-d9da-4d36-923b-fae0624a958d	77507211	77523855	rev	OV3_Cisp0
chr10	79032926	79044387	5219435e-65af-4440-a247-b64fb02391d0	79027854	79047881	rev	OV3_Cisp0
chr10	79401977	79403431	77bbea17-f720-4f70-b349-53554d4cbe6f	79391832	79403454	fwd	OV3_Cisp0
chr10	80124950	80132963	7c59f016-ad3b-4390-a395-abc49dba04ac	80118650	80132969	rev	OV3_Cisp0
chr10	80791500	80795045	c6d932f5-a187-49b2-bb17-8c9c32d8af2e	80759855	80795114	fwd	OV3_Cisp0
chr10	81621736	81627218	5d781a47-a8b9-484c-bfdd-45127b89abe6	81617298	81634126	rev	OV3_Cisp0
chr10	83595878	83598379	74713568-44f6-46fc-94f4-20e754f27660	83582474	83609729	rev	OV3_Cisp0
chr10	85872743	85878395	c82785bc-51dd-4f7a-bd39-3a6b4f1a1290	85872737	85898571	rev	OV3_Cisp0
chr10	86195609	86201724	2b63f690-dfd2-4d59-9738-4ad2acf2d4f2	86195602	86222370	rev	OV3_Cisp0
chr10	87563444	87567486	136a452d-def1-4428-8519-71560de7b108	87560929	87580724	fwd	OV3_Cisp0
chr10	87953403	87961545	441dd2cd-3706-4c38-b5bf-66dee735e3ed	87953224	87997929	fwd	OV3_Cisp0
chr10	91852385	91862068	947ed719-f2df-4063-bd5a-17ef76c79987	91838954	91862074	fwd	OV3_Cisp0
chr10	92840924	92867419	9a12e930-cfb0-4868-bdf5-e21ea1cbbdb8	92824981	92868157	fwd	OV3_Cisp0
chr10	93008905	93026180	1beb20ac-08ac-4504-ac11-4755969ec514	92990078	93035290	rev	OV3_Cisp0
chr10	93371562	93380452	5c11814b-2c8f-4c71-99c9-a9458c4b0d5b	93369920	93384574	fwd	OV3_Cisp0
chr10	94427949	94440351	50600f59-4b97-4956-96f5-3d707f0939f3	94422034	94445852	rev	OV3_Cisp0
chr10	96193541	96211435	b33073b3-1b2a-4eaa-90f4-432239ded3c3	96191852	96216522	rev	OV3_Cisp0
chr10	96820723	96831840	59b1cff0-2cf8-43a0-9644-bb4d972a1db7	96820717	96838975	fwd	OV3_Cisp0
chr10	98696108	98700334	81c11cce-09a6-4b61-b5ef-865710320400	98688635	98700343	rev	OV3_Cisp0
chr10	102235192	102242347	85b43d07-6200-4430-aed2-83332956b231	102196701	102242354	fwd	OV3_Cisp0
chr10	102335508	102336651	e0d3d35c-228c-4c96-ba1e-3252d8ffc859	102335502	102349582	rev	OV3_Cisp0
chr10	104015481	104023654	b5e3ed57-9af1-4a85-bd3e-f5aef7410991	104013681	104029265	rev	OV3_Cisp0
chr10	106382516	106394979	8c91f9eb-1b66-42c7-a733-bbb992d7dd1a	106377461	106394988	fwd	OV3_Cisp0
chr10	109775334	109783639	c328e9d8-9ef2-4fa9-8dc9-f300a93c1c6c	109764758	109793873	fwd	OV3_Cisp0
chr10	110414915	110417135	162e74a2-5370-434d-973a-39b529fc2078	110405985	110417150	fwd	OV3_Cisp0
chr10	111532840	111546717	0f5ef79c-4e42-4836-abb4-d195bb38f1c6	111518903	111571493	fwd	OV3_Cisp0
chr10	112893647	112895528	f0c69f26-edcf-4944-9c21-dd29cb1556a2	112892584	112926180	fwd	OV3_Cisp0
chr10	113385430	113395990	dab1bacb-7730-4ad4-a40b-9a596936e077	113377930	113395995	rev	OV3_Cisp0
chr10	113477391	113479107	e3ae8327-7450-4057-8f0f-11dd8fb4e83f	113475823	113496256	fwd	OV3_Cisp0
chr10	116245993	116254541	e35cbb33-987c-4352-bace-383c35d9dc29	116208150	116265600	rev	OV3_Cisp0
chr10	116924026	116933204	ec0e02ea-9344-4570-8f71-e71cdfbddda1	116924015	116952565	rev	OV3_Cisp0
chr10	118131886	118135054	e4da17f1-50f5-4954-be9b-f183843236df	118131882	118144375	fwd	OV3_Cisp0
chr10	119667094	119686123	191900e3-deca-40d4-82a5-d3bae16548fd	119661872	119686139	rev	OV3_Cisp0
chr10	123584066	123586911	de8d4888-16e9-4fa3-aea3-79bbb607258e	123583973	123600811	fwd	OV3_Cisp0
chr10	123627676	123633520	02e4a93f-99dc-4c3f-9233-b290b6234774	123627665	123642027	rev	OV3_Cisp0
chr10	132491257	132494785	c88457c6-fe47-4ac8-8f13-40335ff227a0	132462491	132497171	rev	OV3_Cisp0
chr11	365080	369652	de9b0378-8256-4c4a-9bfa-367f26f6ce87	365068	379644	rev	OV3_Cisp0
chr11	3467524	3468587	c15c4b92-ab0e-4754-ad6c-13e616836b2a	3460608	3468618	fwd	OV3_Cisp0
chr11	3897827	3899579	a1110be6-7e6c-454b-8d60-2ac8260962b7	3893902	3899641	fwd	OV3_Cisp0
chr11	4236786	4242254	c1d80d07-0db2-4d66-8c0d-1dcc0b0b9b2c	4228761	4242690	fwd	OV3_Cisp0
chr11	4816119	4821544	aa81bcc9-eb7c-4db2-81dd-0b9eb118ed63	4816115	4850108	fwd	OV3_Cisp0
chr11	6935591	6942129	6ce64a5a-cee7-438a-8a18-25deeb645044	6925230	6943075	rev	OV3_Cisp0
chr11	8835092	8849306	4b6d5cc6-a8e7-493b-98f5-f45ec814ae76	8823362	8866667	rev	OV3_Cisp0
chr11	9145088	9154433	d443b9ee-b2c6-4de3-90cd-489b52461f33	9133846	9169200	fwd	OV3_Cisp0
chr11	10829200	10831969	3ccdcb3e-09f8-4007-aec1-2760fa6c9e7f	10821977	10842239	fwd	OV3_Cisp0
chr11	10850376	10856468	747feafb-bd51-4b62-8507-53c1efcaa055	10833783	10863826	fwd	OV3_Cisp0
chr11	11002887	11007639	05d7403f-b8e6-49b3-aeda-560e58c64569	10980893	11007963	rev	OV3_Cisp0
chr11	11387457	11392478	d4b0a202-3382-498c-b977-9126e3c0a389	11370660	11392483	fwd	OV3_Cisp0
chr11	13529566	13541971	9663e478-a0a7-4612-9580-6be730a61be6	13511753	13542617	fwd	OV3_Cisp0
chr11	15092034	15099744	a1e55f4b-1195-41c7-8cdd-fc93b22202b8	15092016	15105024	rev	OV3_Cisp0
chr11	15407250	15415676	627c6652-a66b-470f-884c-580ddec807ab	15393639	15415684	fwd	OV3_Cisp0
chr11	16378736	16389746	295dd688-a7e3-4937-98f0-0f7bfcb5dd61	16374922	16400130	fwd	OV3_Cisp0
chr11	17086209	17095731	214b9a42-b7b4-4549-a424-ae0629d21077	17072909	17095740	fwd	OV3_Cisp0
chr11	17358246	17365842	672c3482-aac2-493e-b661-2d0f80a0a47e	17358242	17373332	fwd	OV3_Cisp0
chr11	17500946	17503932	b0d7d215-2fcd-456f-bbcf-02873882ab42	17485602	17504377	rev	OV3_Cisp0
chr11	19179230	19186019	d660b228-b8fe-46ec-9714-4ad5a3d7ef16	19179224	19193561	fwd	OV3_Cisp0
chr11	19672473	19685944	026f7d1f-1a95-4994-b7a6-d179eeec8dd9	19653547	19711440	rev	OV3_Cisp0
chr11	21774284	21791524	440f9ffb-eda5-4a09-8516-bdd4a6622a34	21745198	21791537	rev	OV3_Cisp0
chr11	23784588	23789283	6c125288-c2bc-4498-b0f0-4fd164918c31	23752936	23789288	rev	OV3_Cisp0
chr11	26183760	26185466	9b68636d-360e-411a-b383-efda3d7026d2	26183732	26198437	rev	OV3_Cisp0
chr11	26995316	26997690	84284666-3c2b-4e0e-911f-db9b0357e947	26995310	27016174	rev	OV3_Cisp0
chr11	27485702	27487884	01353b43-b96d-4cf9-9d0c-32e7d54dc70d	27478751	27489272	fwd	OV3_Cisp0
chr11	28744724	28748061	461243e1-d20b-4d2b-bd65-ac78feb52721	28739384	28750935	fwd	OV3_Cisp0
chr11	28887279	28894740	d3fbb60b-54b2-4e83-a645-55623a101297	28877604	28894749	rev	OV3_Cisp0
chr11	30217127	30223057	7cdbed96-e98f-435d-a682-13b5726c964d	30217123	30231137	fwd	OV3_Cisp0
chr11	30950761	30954780	71407e25-0d55-4304-aa2d-52492ad9713e	30938241	30954787	fwd	OV3_Cisp0
chr11	31104591	31114640	646713bd-a5ed-4066-9d05-f8052f2ef8be	31095168	31114646	fwd	OV3_Cisp0
chr11	31976624	31982327	6ad380f0-3658-44e6-82cc-a5e4cfb61e19	31971482	31989183	fwd	OV3_Cisp0
chr11	32720035	32723546	b52f503b-dfc6-445b-9ec6-11d38115d932	32689106	32723553	fwd	OV3_Cisp0
chr11	34584084	34595722	665b3142-5ca0-420b-8f4b-5bbc4cdd5dae	34583152	34646298	rev	OV3_Cisp0
chr11	35591106	35594757	5cb7d400-6097-402d-ae4c-cc44d971996e	35591100	35605960	fwd	OV3_Cisp0
chr11	36344557	36347716	32d2bea4-2371-49bd-8039-bee1202fe663	36321583	36347722	rev	OV3_Cisp0
chr11	38816245	38821597	f7ec5c33-cf6e-476e-9de7-653992265d48	38806739	38821604	rev	OV3_Cisp0
chr11	39553357	39572463	e3f910fb-80f5-49b3-a561-8877a1475e76	39540972	39578962	rev	OV3_Cisp0
chr11	40740885	40760799	ede43cd2-4bda-4162-9f9e-ab4802249baf	40735446	40761785	fwd	OV3_Cisp0
chr11	41308922	41323261	0d7b6028-22c3-4486-b308-38a6873a9559	41307935	41329752	rev	OV3_Cisp0
chr11	43707885	43717370	f23d0457-b843-48c1-afb1-77e01229d42e	43698759	43717904	rev	OV3_Cisp0
chr11	45190660	45200312	456f53e1-7479-4423-9f9f-f4f81a7a42bc	45189746	45204516	fwd	OV3_Cisp0
chr11	46866701	46880791	ff8e06f6-a91d-42e3-9208-0001b083771c	46862955	46885748	fwd	OV3_Cisp0
chr11	47160853	47170390	93262726-bed5-4b52-8412-2e9ddea70775	47160063	47171926	rev	OV3_Cisp0
chr11	48059868	48074894	5f2ed435-a96d-47ce-864e-75cae98f6c7d	48054357	48079647	rev	OV3_Cisp0
chr11	48118710	48127367	5a103d05-5e80-4b46-8b48-871cd47c14b6	48112891	48133437	fwd	OV3_Cisp0
chr11	49588198	49607412	6d4a8811-8d52-4b7e-aca9-8621b32acd6d	49572299	49607968	fwd	OV3_Cisp0
chr11	56599625	56607554	4589eba7-80dc-4012-8238-ea86ef31c59d	56599060	56621121	fwd	OV3_Cisp0
chr11	58266250	58275561	7d81483a-af25-4cdf-a1c9-58ddfaddac29	58248951	58275567	fwd	OV3_Cisp0
chr11	59251675	59258635	7a6e2d79-4929-47b4-94a6-89545182cf2e	59251428	59263450	fwd	OV3_Cisp0
chr11	63204181	63215133	a31d1e73-37df-46f7-b52e-ea5fa4058788	63177764	63226084	fwd	OV3_Cisp0
chr11	64159316	64161730	aede9f9a-a882-4cab-8f0d-9c3315e1a61e	64139758	64166091	fwd	OV3_Cisp0
chr11	66594417	66598025	a31be8af-6d51-4156-a210-911e7558ac95	66578264	66598528	rev	OV3_Cisp0
chr11	67226965	67238187	db8ca4fc-4b32-4c08-b2fd-8dcd6bf188e2	67222955	67240453	rev	OV3_Cisp0
chr11	67926735	67929710	1f123562-708a-4621-b0a3-2a9a8d2fc9f6	67918974	67931132	fwd	OV3_Cisp0
chr11	68521609	68528258	e0b36ce4-57fc-4a23-8085-d3ecc792a615	68521536	68551832	fwd	OV3_Cisp0
chr11	68877227	68879940	e679de94-c015-4371-a1d5-bc2ec6daf3c1	68877221	68892714	fwd	OV3_Cisp0
chr11	69601331	69609887	be1ed905-1d38-44e8-8c10-beb509dc3e05	69601324	69612860	fwd	OV3_Cisp0
chr11	70627302	70628351	88fabfce-00ae-47b4-a8a7-48cf1846e23e	70617798	70629215	rev	OV3_Cisp0
chr11	71211930	71214776	5c189aa1-23af-4c80-892f-5a04de745422	71211917	71226613	fwd	OV3_Cisp0
chr11	72412327	72418825	2e57c8dd-ffa7-405c-ab3c-15481bb49882	72405008	72435707	rev	OV3_Cisp0
chr11	73248765	73266617	4de527ba-1914-4d98-a97f-37def2a36ba8	73240320	73266626	fwd	OV3_Cisp0
chr11	73310153	73315132	5d27c256-6ddd-42bf-bd68-6dcf139ca38f	73299669	73315143	rev	OV3_Cisp0
chr11	73420812	73422920	82adfb59-8370-468f-9151-5e101348525a	73405060	73422928	rev	OV3_Cisp0
chr11	73654899	73667951	bf9de89b-a88a-4b60-9996-26d6cc607cc0	73640828	73667958	rev	OV3_Cisp0
chr11	73679821	73684795	3e157cf8-1841-4a62-8790-6bd67eb2749d	73678203	73692206	fwd	OV3_Cisp0
chr11	74019748	74021328	5fbf42d8-3cc9-448b-968c-e239bd133027	74010384	74021337	fwd	OV3_Cisp0
chr11	75423047	75430090	728b0307-3d00-4fde-aa4f-09f50b6886ad	75395624	75430899	fwd	OV3_Cisp0
chr11	75979586	75981878	98ff3242-7353-4d61-b2a1-952c22f75ca9	75973565	75982888	fwd	OV3_Cisp0
chr11	76043399	76057057	38b0da15-7d99-4d78-8662-f64a2650fcea	76038285	76057066	fwd	OV3_Cisp0
chr11	76337174	76338420	4004e3e7-5f4b-441b-a77f-16409f55edc1	76326871	76340688	fwd	OV3_Cisp0
chr11	76400398	76403302	90915c08-897d-47ee-8d98-556fac38dfd5	76400391	76407486	fwd	OV3_Cisp0
chr11	76449028	76453136	bcdf32c8-c83d-460f-862e-f5b1f478e6fe	76437401	76453142	fwd	OV3_Cisp0
chr11	76611519	76615102	acd7febb-2a50-4d20-8c43-599d3830556c	76606080	76656029	rev	OV3_Cisp0
chr11	76651621	76655107	acd7febb-2a50-4d20-8c43-599d3830556c	76606080	76656029	rev	OV3_Cisp0
chr11	76639110	76643995	c1f4246f-c315-4f26-a3b8-f4a59ef4aecb	76622771	76652169	rev	OV3_Cisp0
chr11	76728247	76733674	86b17451-8ca1-43c5-99b9-c6332a6adebc	76723966	76733680	fwd	OV3_Cisp0
chr11	76752861	76763118	629febe4-7bf6-4c8f-bb4e-64bc4326c017	76728172	76763356	fwd	OV3_Cisp0
chr11	76766863	76770575	8dc3d4ad-3902-403e-b91d-391e510f2391	76758390	76770581	fwd	OV3_Cisp0
chr11	76936270	76941949	8593f938-b131-4d0e-a1fd-34cc16e578cc	76890091	76946747	fwd	OV3_Cisp0
chr11	77311090	77312740	f5d84eb8-18a8-437f-afdd-3df68dc64ea0	77266402	77313910	rev	OV3_Cisp0
chr11	77368014	77375920	e85a6dcb-b6da-495e-810a-b73196d4ab6e	77356699	77376444	fwd	OV3_Cisp0
chr11	77397436	77401100	6d9ee358-cabc-4782-904b-e65f190eebcc	77397429	77419209	rev	OV3_Cisp0
chr11	77807366	77818493	031db404-6eb9-4264-9de8-bccf9756dfb8	77799635	77832144	fwd	OV3_Cisp0
chr11	77809875	77819049	82dc3119-0b1c-46d3-b3b5-fb9b87256033	77809839	77823974	fwd	OV3_Cisp0
chr11	77811810	77821859	08de6824-cd35-4515-9d7f-0676d05779a7	77811805	77824281	fwd	OV3_Cisp0
chr11	78140180	78141820	98dba59b-8f50-4c8a-a56b-6943abfcfece	78122665	78141834	fwd	OV3_Cisp0
chr11	81416256	81427990	b61d3930-e591-4944-b12d-fad3702c875d	81385878	81433860	fwd	OV3_Cisp0
chr11	83304764	83309504	8a2ef248-788a-4162-9a5e-ca1c720dd366	83301799	83309514	fwd	OV3_Cisp0
chr11	89140620	89147117	e79b9ace-e458-46ad-b544-b0ad9433bfed	89140613	89157739	rev	OV3_Cisp0
chr11	89418864	89425471	0dc672e3-baea-4a77-a5b3-316ea65442c7	89411821	89425478	fwd	OV3_Cisp0
chr11	92851930	92868789	ae0cbaa7-1e67-4f0e-b01e-74516e726339	92851925	92885077	rev	OV3_Cisp0
chr11	93071786	93077105	8aff4f02-dfed-400f-b5ec-fa0df476b258	93065439	93082732	rev	OV3_Cisp0
chr11	97082395	97086591	864c538b-c2e2-4d6a-a697-efd1650cd02d	97077110	97086595	rev	OV3_Cisp0
chr11	101902617	101906184	7a2e04e5-3bdc-4be0-aaf2-10f5cef5c963	101902610	101913578	fwd	OV3_Cisp0
chr11	102757258	102763556	1d3ba937-b142-42f0-9647-a20a6653125f	102756625	102768521	fwd	OV3_Cisp0
chr11	103085803	103091489	14b08f2f-3176-4e0b-ac0e-849c8147cd7c	103073574	103094397	fwd	OV3_Cisp0
chr11	103113667	103131083	46717607-bf60-47d6-802f-c6518ca65568	103106443	103131097	rev	OV3_Cisp0
chr11	107967112	107975473	d2c3e62b-3e96-418c-989e-e415ba01b290	107963817	107975478	rev	OV3_Cisp0
chr11	110664562	110669088	7d72f1aa-7061-43d4-b2ea-baa14d504c6c	110616056	110669093	rev	OV3_Cisp0
chr11	113133204	113135165	e9b1e328-4dc4-4bc3-b5f4-371ec11aefae	113102243	113135179	fwd	OV3_Cisp0
chr11	115607882	115609004	f86f09d1-67d5-4175-9771-cbb5ac1aff9a	115590434	115611992	fwd	OV3_Cisp0
chr11	115616525	115624656	f7bbc335-d394-4b0e-8d71-e3ac27abd7e5	115611252	115626937	rev	OV3_Cisp0
chr11	116275108	116277724	f2e0bc82-d273-44db-8552-d49b3ce5c8d7	116270558	116277728	rev	OV3_Cisp0
chr11	116597863	116602493	d0d15d90-44dc-4662-a484-70fda7139d8b	116584346	116611800	rev	OV3_Cisp0
chr11	120434242	120437926	b8d9b4e8-373a-466e-9c4c-02472f31afba	120423111	120437932	fwd	OV3_Cisp0
chr11	120504166	120508057	c9f5446f-39c8-4cd7-90e4-30512fc7ee21	120452664	120508061	rev	OV3_Cisp0
chr11	124052748	124064005	f6996718-df63-480f-89f1-1f7eefbcd38e	124043952	124073868	fwd	OV3_Cisp0
chr11	126009720	126017173	4e7b6824-f9a6-4df8-b726-4f52b5fd03ef	126009715	126020415	fwd	OV3_Cisp0
chr11	127051585	127061934	eacafbca-6f65-46c7-bbcd-aa45d88f35e8	127051581	127099893	fwd	OV3_Cisp0
chr11	128615372	128627726	dd33df3d-6333-494d-a06b-1602ab442bff	128615366	128652480	rev	OV3_Cisp0
chr11	131174058	131177597	0cfa8d1e-96ec-4ff6-a3ec-d43f03269fb0	131165630	131177603	rev	OV3_Cisp0
chr11	131466654	131468000	92877d99-14ed-4316-86e2-5c4a08c6b768	131435847	131468891	fwd	OV3_Cisp0
chr11	133586606	133597956	65597321-4123-46b1-a9f3-3cfe4fa8dc14	133586600	133641055	fwd	OV3_Cisp0
chr11	134581491	134583650	361b83a6-d7ee-4deb-a9cf-6367789fc7d1	134581482	134587704	rev	OV3_Cisp0
chr12	733751	737610	fded140b-d0b8-4f81-acac-c8d37af262df	716097	739025	fwd	OV3_Cisp0
chr12	2174171	2177452	d8c25a67-cca1-4ac0-86b3-464aa0186bb5	2170124	2177507	rev	OV3_Cisp0
chr12	3046312	3050813	0d7c1cc7-4386-4c8a-b2da-55ac882944a9	3017273	3051502	fwd	OV3_Cisp0
chr12	3765117	3766135	00ef8a05-caf7-47cd-ad05-aa6965d8b74a	3757389	3766143	rev	OV3_Cisp0
chr12	5332707	5338790	21c157c0-824e-4b55-9e71-6ecd210a839c	5332052	5344110	fwd	OV3_Cisp0
chr12	5526505	5528262	e39d1559-a287-45d7-8cda-ed8c6e69341e	5487547	5540262	fwd	OV3_Cisp0
chr12	8138888	8145613	daa33214-2c62-4c30-b759-7612ca60dd36	8125457	8145619	fwd	OV3_Cisp0
chr12	8909555	8915901	b7628a6a-bddb-4b48-a5d1-4fada64f6fa9	8909546	8933152	fwd	OV3_Cisp0
chr12	9671480	9676023	ab00db32-06f1-42b3-a8f0-92a7ce6e9bd8	9670737	9688743	rev	OV3_Cisp0
chr12	12762014	12766665	66d02fd4-99ac-4467-8ad5-645e0a2ce459	12738048	12766677	fwd	OV3_Cisp0
chr12	14790493	14804920	2fa4e82f-37ee-4563-9449-3b82597e608d	14779989	14847287	rev	OV3_Cisp0
chr12	18944875	18948343	d39292ce-6ba7-43e4-801f-cf44c7d35a8f	18944869	18955229	rev	OV3_Cisp0
chr12	23178815	23180134	e6a6e243-d3ee-4b61-a676-a7e7d069d29c	23171199	23180139	fwd	OV3_Cisp0
chr12	25585476	25589316	4a4e442c-ebcb-433b-a3da-a880ebf2235c	25579508	25589321	rev	OV3_Cisp0
chr12	25572124	25582062	ced36e8b-04d3-4ac1-8c1a-53c17e4e907a	25568918	25609509	rev	OV3_Cisp0
chr12	26718656	26722001	0b71a0a8-a7eb-471f-8998-fe655bf35e9f	26718648	26737967	fwd	OV3_Cisp0
chr12	26752075	26761078	8ebd9dd5-d04c-4ccf-9cf7-b7d36ab9ef6a	26752036	26762855	fwd	OV3_Cisp0
chr12	27638039	27647475	1200c119-ef4c-47ca-93dc-ec4015e017d5	27636493	27655491	fwd	OV3_Cisp0
chr12	28001549	28016134	79952208-ac87-4e6d-9bd4-41ae3ac809d6	27993928	28017915	fwd	OV3_Cisp0
chr12	28126839	28139325	48420ad0-deec-4ac2-a333-592b09201c44	28117232	28151571	rev	OV3_Cisp0
chr12	28299299	28307498	30da1b4a-64a1-44d0-9ecc-a4ec0b7a7f89	28291915	28307502	rev	OV3_Cisp0
chr12	28528578	28538441	532d42c2-0c3d-4646-8aa8-0fe6352e16d6	28528332	28554456	fwd	OV3_Cisp0
chr12	28545113	28551175	cd85ec0c-be8c-4449-b0f2-32ee706ca982	28545108	28568329	fwd	OV3_Cisp0
chr12	28896850	28898590	418b308b-c0a8-4381-8631-9ba921e022cf	28892217	28898597	fwd	OV3_Cisp0
chr12	30680305	30687561	3fa02f52-448c-4738-a036-14e123912776	30674081	30692336	rev	OV3_Cisp0
chr12	30906404	30911898	eb37b899-ee1d-4df1-9999-736aba013991	30898462	30914788	fwd	OV3_Cisp0
chr12	32559022	32568358	539cf19a-e352-4233-9584-23c21297beba	32557158	32583880	fwd	OV3_Cisp0
chr12	33765561	33771479	e25599b0-d77a-420f-bc26-3bcb476a1163	33757628	33771488	rev	OV3_Cisp0
chr12	34060234	34065075	afbde16c-535c-431a-ae35-2e562a4713b8	34059883	34076222	rev	OV3_Cisp0
chr12	37540184	37542802	b6b21d4c-4bc5-4c3b-afc2-0ccafee05fe5	37532766	37542808	fwd	OV3_Cisp0
chr12	39902252	39907363	4474f94b-652b-494f-86ff-c3f649384ef0	39891702	39911424	rev	OV3_Cisp0
chr12	41074936	41076019	14752c3d-e629-4a63-92d3-0c4c5915a46c	41074400	41088375	rev	OV3_Cisp0
chr12	43072682	43077537	04d2cfa9-e430-47ff-8928-d6a2e801cde7	43072677	43102463	rev	OV3_Cisp0
chr12	45148834	45151828	e496d88b-84ff-4a7d-aa9f-868fa51ef124	45143959	45151833	fwd	OV3_Cisp0
chr12	48045341	48046616	dd4825f7-bdcf-454c-b91b-df6de0078d17	48016310	48046623	rev	OV3_Cisp0
chr12	50660682	50667010	a57b7203-c3ec-4373-9e20-cb55e796851a	50633400	50670162	rev	OV3_Cisp0
chr12	53689090	53712055	c4b0f0ae-cbf9-47ce-b89d-bf79b1ac1a4f	53671659	53725364	fwd	OV3_Cisp0
chr12	53905686	53908079	5868d7b4-418c-4f90-8c72-4ec295be079d	53905678	53917128	fwd	OV3_Cisp0
chr12	53970306	53983535	e49f5538-7c00-4e2e-a849-c930376c8b4a	53949460	53994932	rev	OV3_Cisp0
chr12	54063321	54074127	7fee2a50-ecd4-41ed-bf11-0ce9a69c1a8c	54046273	54090837	fwd	OV3_Cisp0
chr12	55688032	55694418	99a20016-52a5-41b1-b0e0-06bc7910e882	55688025	55701739	rev	OV3_Cisp0
chr12	55699136	55704586	41a61904-d2b8-4213-81d2-0e02b3723b63	55699125	55707536	rev	OV3_Cisp0
chr12	56784242	56791678	bb963319-b96d-4620-8bf5-61f44f35d80a	56778449	56791682	rev	OV3_Cisp0
chr12	57582077	57587086	937d3553-4013-4e9b-8590-4e85b535e408	57579727	57587091	fwd	OV3_Cisp0
chr12	58563226	58572801	be19e960-33ef-4231-ad8f-d7c5368dcc8c	58563216	58576608	rev	OV3_Cisp0
chr12	63658817	63670807	81c3666c-7005-45a0-8519-a9e03a217fc1	63658174	63676238	rev	OV3_Cisp0
chr12	71412749	71418566	8ca5dc3f-0694-491b-bbad-e6d39f191d8a	71410634	71428271	fwd	OV3_Cisp0
chr12	73220749	73225538	692421ef-766f-4895-aca5-5d2c5dccf3a3	73220742	73230195	fwd	OV3_Cisp0
chr12	74341645	74343083	be14cbc0-4cc4-485b-81e7-d00560cb3bcd	74325920	74343089	fwd	OV3_Cisp0
chr12	75438764	75440357	cfb7db25-ae87-46c4-ae9e-c65df37e0e42	75437891	75471780	fwd	OV3_Cisp0
chr12	76665947	76676614	0c817023-d6b6-4f65-9422-b177d6e86263	76647728	76697988	rev	OV3_Cisp0
chr12	77594751	77596023	e528865a-ac14-4be7-b203-5bfc004758e4	77593204	77612883	rev	OV3_Cisp0
chr12	80021215	80033319	f6e5d1d0-62a1-4f84-95b1-78673790264f	80011578	80033323	rev	OV3_Cisp0
chr12	80378136	80389293	acb39a30-8d90-4d1d-b1bf-05fd25b874b7	80374412	80389389	fwd	OV3_Cisp0
chr12	82464761	82465843	e1334584-c349-48db-b2e4-15a08c7f3568	82462184	82475855	fwd	OV3_Cisp0
chr12	83593732	83596860	b4cc66c6-19c6-420a-b48d-aafe6cde6718	83586993	83596865	fwd	OV3_Cisp0
chr12	93150192	93156728	279764b4-f136-4771-9661-ad9bb729cab6	93150187	93160348	rev	OV3_Cisp0
chr12	94106595	94117467	41f6087a-1acb-467b-aa5c-2cc0019f3b53	94105885	94126339	fwd	OV3_Cisp0
chr12	94457338	94466453	d605014c-6f65-4d86-987d-e01a7987a5e7	94451462	94479781	fwd	OV3_Cisp0
chr12	101521892	101530400	956335ba-f809-4249-9f8e-f0fe5f190b4e	101521759	101535342	rev	OV3_Cisp0
chr12	101907417	101920942	2155d9aa-1220-4311-9f4d-dada1cf08d4c	101901264	101920948	fwd	OV3_Cisp0
chr12	106276909	106281568	84635978-d3f4-4f7d-9d31-63db977c1ccf	106263660	106297209	fwd	OV3_Cisp0
chr12	107562202	107566997	4aabdb70-05db-4eb9-b34c-11eeb9dd4faf	107562163	107571011	fwd	OV3_Cisp0
chr12	109075648	109080902	a72d876c-0ca3-417a-b84a-e9c422db91bd	109068726	109080909	rev	OV3_Cisp0
chr12	112254214	112255324	3bf691fa-8231-44b5-906d-81bd8ca9dc51	112253059	112285169	fwd	OV3_Cisp0
chr12	114725411	114727400	9087a078-bee5-495d-8256-9dd452751dca	114704135	114738839	rev	OV3_Cisp0
chr12	116338949	116351729	9f74ebca-780c-4b53-9e48-cd292fae8877	116338934	116364495	rev	OV3_Cisp0
chr12	116611662	116615489	fa173c12-1ab7-460d-a11b-64d204082dcf	116611064	116619972	rev	OV3_Cisp0
chr12	117667623	117673911	cd817558-6de3-4630-9206-d1842066594b	117661444	117684144	rev	OV3_Cisp0
chr12	117954631	117968269	af8526ea-8728-4d59-a180-aa45dcce7852	117954619	117971127	rev	OV3_Cisp0
chr12	120332985	120337355	35213070-a511-4e07-935d-10fd5f64fcdb	120324844	120337363	fwd	OV3_Cisp0
chr12	122247056	122250991	fc794f88-0184-4663-91d2-2db96c640084	122247049	122254734	rev	OV3_Cisp0
chr12	124202473	124206961	e4f1a0d5-ffca-4041-a97e-ab92412eb198	124196738	124244872	fwd	OV3_Cisp0
chr12	125651446	125661839	de19f1c4-c093-478b-800c-c436aa291bbf	125628660	125661845	rev	OV3_Cisp0
chr12	126318873	126319844	a7bb2809-44c1-46c2-b01c-06e0860489e0	126305041	126322605	rev	OV3_Cisp0
chr12	127104858	127111787	bcd3a9b3-d5a8-4007-b880-7b64bee94df0	127089619	127135177	fwd	OV3_Cisp0
chr12	130008875	130014591	5d91ca78-c795-4be9-a99d-6a2fcb25f949	130008854	130017658	rev	OV3_Cisp0
chr12	130464059	130478098	0a6c20c8-dcea-4afb-856d-1bdb8e6e605f	130455790	130478110	rev	OV3_Cisp0
chr13	23295152	23298961	41a4a330-a874-414d-8ea3-8f0905721d39	23291674	23309656	fwd	OV3_Cisp0
